Resource Relationships,,,Arcrole,Resource,ResourceRole,Language,Name,Namespace,LocalName,References
,,ESRS ESRS 2 62 Minimum disclosure requirements on policies and actions Overlapping Mandatory irrespective of MA Conditional MDR-P_07,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfExtentToWhichSustainabilityStatementCoversUpstreamAndDownstreamValueChainExplanatory,,,esrs:DisclosureOfExtentToWhichSustainabilityStatementCoversUpstreamAndDownstreamValueChainExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfExtentToWhichSustainabilityStatementCoversUpstreamAndDownstreamValueChainExplanatory, ESRS ESRS 2 5 c BP-1 AR 1 Main Mandatory irrespective of MA BP-1_04
,,ESRS ESRS 2 5 c BP-1 AR 1 Main Mandatory irrespective of MA BP-1_04,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:TypeOfEmployeesAndNonemployeesInOwnWorkforceSubjectToMaterialImpactsByOwnOperationsAxis,,,esrs:TypeOfEmployeesAndNonemployeesInOwnWorkforceSubjectToMaterialImpactsByOwnOperationsAxis,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,TypeOfEmployeesAndNonemployeesInOwnWorkforceSubjectToMaterialImpactsByOwnOperationsAxis, ESRS S1 14 a SBM-3
,,ESRS S1 14 a SBM-3,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:TypeOfEmployeesAndNonemployeesInOwnWorkforceSubjectToMaterialImpactsByOwnOperationsMember,,,esrs:TypeOfEmployeesAndNonemployeesInOwnWorkforceSubjectToMaterialImpactsByOwnOperationsMember,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,TypeOfEmployeesAndNonemployeesInOwnWorkforceSubjectToMaterialImpactsByOwnOperationsMember, ESRS S1 14 a SBM-3
,,ESRS S1 14 a SBM-3,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:TypesOfEmployeesAndNonemployeesInOwnWorkforceSubjectToMaterialImpactsByOwnOperations,,,esrs:TypesOfEmployeesAndNonemployeesInOwnWorkforceSubjectToMaterialImpactsByOwnOperations,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,TypesOfEmployeesAndNonemployeesInOwnWorkforceSubjectToMaterialImpactsByOwnOperations, ESRS S1 14 a SBM-3 Main Mandatory subject to MA
,,ESRS S1 14 a SBM-3 Main Mandatory subject to MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfOtherMaterialAndOrEntityspecificInformationToEnableUsersUnderstandUndertakingsSustainabilityrelatedImpactsRisksOrOpportunitiesExplanatory,,,esrs:DisclosureOfOtherMaterialAndOrEntityspecificInformationToEnableUsersUnderstandUndertakingsSustainabilityrelatedImpactsRisksOrOpportunitiesExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfOtherMaterialAndOrEntityspecificInformationToEnableUsersUnderstandUndertakingsSustainabilityrelatedImpactsRisksOrOpportunitiesExplanatory, ESRS ESRS 1 11 Categories of ESRS standards Main Mandatory irrespective of MA
,,ESRS ESRS 1 11 Categories of ESRS standards Main Mandatory irrespective of MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfNatureOfPriorPeriodMaterialErrorsExplanatory,,,esrs:DisclosureOfNatureOfPriorPeriodMaterialErrorsExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfNatureOfPriorPeriodMaterialErrorsExplanatory, ESRS ESRS 2 14 a BP-2 Main Mandatory irrespective of MA Conditional BP-2_13
,,ESRS ESRS 2 14 a BP-2 Main Mandatory irrespective of MA Conditional BP-2_13,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:MitigationHierarchyWasConsidered,,,esrs:MitigationHierarchyWasConsidered,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,MitigationHierarchyWasConsidered, ESRS E4 AR 1 g E4-1 Main Mandatory subject to MA
,,ESRS E4 AR 1 g E4-1 Main Mandatory subject to MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfGeneralBasisForPreparationOfSustainabilityStatementExplanatory,,,esrs:DisclosureOfGeneralBasisForPreparationOfSustainabilityStatementExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfGeneralBasisForPreparationOfSustainabilityStatementExplanatory, ESRS ESRS 2 3 BP-1 Main Mandatory irrespective of MA Yes
,,ESRS ESRS 2 3 BP-1 Main Mandatory irrespective of MA Yes,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfPercentageOfOwnEmployeesWithDisabilitiesExplanatory,,,esrs:DisclosureOfPercentageOfOwnEmployeesWithDisabilitiesExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfPercentageOfOwnEmployeesWithDisabilitiesExplanatory, ESRS S1 77 S1-12 Main Mandatory subject to MA 1 year
,,ESRS S1 77 S1-12 Main Mandatory subject to MA 1 year,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:EitherOptionToOmitSpecificPieceOfInformationCorrespondingToIntellectualPropertyKnowhowOrResultsOfInnovationHasBeenUsed,,,esrs:EitherOptionToOmitSpecificPieceOfInformationCorrespondingToIntellectualPropertyKnowhowOrResultsOfInnovationHasBeenUsed,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,EitherOptionToOmitSpecificPieceOfInformationCorrespondingToIntellectualPropertyKnowhowOrResultsOfInnovationHasBeenUsed, ESRS ESRS 2 5 d BP-1 Main Mandatory irrespective of MA BP-1_05
,,ESRS ESRS 2 5 d BP-1 Main Mandatory irrespective of MA BP-1_05,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:NoSevereHumanRightsIncidentsConnectedToOwnWorkforceHaveOccurred,,,esrs:NoSevereHumanRightsIncidentsConnectedToOwnWorkforceHaveOccurred,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,NoSevereHumanRightsIncidentsConnectedToOwnWorkforceHaveOccurred," Commission Delegated Regulation (EU) 2022/1288 Annex 1 Table 3 Indicator 14 Number of identified cases of severe human rights issues and incidents Related,  Commission Delegated Regulation (EU) 2022/1288 Annex 1 Table 1 Indicator 10 Violations of UNGC principles and OECD Guidelines for Multinational Enterprises Related,  Commission Delegated Regulation (EU) 2020/1816 Annex 2 Section 1 and Section 2 Number of benchmark constituents subject to social violations (absolute number and relative divided by all benchmark constituents), as referred to in international treaties and conventions, United Nations principles and, where applicable, national law Related,  ESRS S1 104 a S1-17 AR 103-AR 106 Main Mandatory subject to MA S1-17_10"
,,Commission Delegated Regulation (EU) 2022/1288 Annex 1 Table 3 Indicator 14 Number of identified cases of severe human rights issues and incidents Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,Commission Delegated Regulation (EU) 2022/1288 Annex 1 Table 1 Indicator 10 Violations of UNGC principles and OECD Guidelines for Multinational Enterprises Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,"Commission Delegated Regulation (EU) 2020/1816 Annex 2 Section 1 and Section 2 Number of benchmark constituents subject to social violations (absolute number and relative divided by all benchmark constituents), as referred to in international treaties and conventions, United Nations principles and, where applicable, national law Related",http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS S1 104 a S1-17 AR 103-AR 106 Main Mandatory subject to MA S1-17_10,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:OptionAllowedByMemberStateToOmitDisclosureOfImpendingDevelopmentsOrMattersInCourseOfNegotiationHasBeenUsed,,,esrs:OptionAllowedByMemberStateToOmitDisclosureOfImpendingDevelopmentsOrMattersInCourseOfNegotiationHasBeenUsed,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,OptionAllowedByMemberStateToOmitDisclosureOfImpendingDevelopmentsOrMattersInCourseOfNegotiationHasBeenUsed, ESRS ESRS 2 5 e BP-1 Main Mandatory irrespective of MA BP-1_06
,,ESRS ESRS 2 5 e BP-1 Main Mandatory irrespective of MA BP-1_06,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:AverageNumberOfTrainingHoursPerEmployeeAndOrNonemployee,,,esrs:AverageNumberOfTrainingHoursPerEmployeeAndOrNonemployee,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,AverageNumberOfTrainingHoursPerEmployeeAndOrNonemployee," ESRS S1 85 S1-13 Related 1 year,  ESRS S1 83 b S1-13 AR 78 Main Mandatory subject to MA 1 year S1-13_04"
,,ESRS S1 85 S1-13 Related 1 year,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS S1 83 b S1-13 AR 78 Main Mandatory subject to MA 1 year S1-13_04,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfOtherLegislationOrGenerallyAcceptedSustainabilityReportingStandardsAndFrameworksBasedOnWhichInformationHasBeenIncludedInSustainabilityStatementExplanatory,,,esrs:DisclosureOfOtherLegislationOrGenerallyAcceptedSustainabilityReportingStandardsAndFrameworksBasedOnWhichInformationHasBeenIncludedInSustainabilityStatementExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfOtherLegislationOrGenerallyAcceptedSustainabilityReportingStandardsAndFrameworksBasedOnWhichInformationHasBeenIncludedInSustainabilityStatementExplanatory, ESRS ESRS 2 15 BP-2 Main Mandatory irrespective of MA Conditional BP-2_17
,,ESRS ESRS 2 15 BP-2 Main Mandatory irrespective of MA Conditional BP-2_17,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfWhetherOrNotEmployeesArePaidAdequateWageAndIfNotAllEmployeesArePaidAdequateWageCountriesAndPercentageOfEmployeesConcernedExplanatory,,,esrs:DisclosureOfWhetherOrNotEmployeesArePaidAdequateWageAndIfNotAllEmployeesArePaidAdequateWageCountriesAndPercentageOfEmployeesConcernedExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfWhetherOrNotEmployeesArePaidAdequateWageAndIfNotAllEmployeesArePaidAdequateWageCountriesAndPercentageOfEmployeesConcernedExplanatory, ESRS S1 67 S1-10 Main Mandatory subject to MA
,,ESRS S1 67 S1-10 Main Mandatory subject to MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfAdoptedPoliciesToManageMaterialImpactsRisksDependenciesAndOpportunitiesThatAreRelatedToBiodiversityAndEcosystemsExplanatory,,,esrs:DisclosureOfAdoptedPoliciesToManageMaterialImpactsRisksDependenciesAndOpportunitiesThatAreRelatedToBiodiversityAndEcosystemsExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfAdoptedPoliciesToManageMaterialImpactsRisksDependenciesAndOpportunitiesThatAreRelatedToBiodiversityAndEcosystemsExplanatory, ESRS E4 20 E4-2 Main Mandatory subject to MA
,,ESRS E4 20 E4-2 Main Mandatory subject to MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:ExplanationOfChangesInPreparationAndPresentationOfSustainabilityInformationAndReasonsForThemExplanatory,,,esrs:ExplanationOfChangesInPreparationAndPresentationOfSustainabilityInformationAndReasonsForThemExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,ExplanationOfChangesInPreparationAndPresentationOfSustainabilityInformationAndReasonsForThemExplanatory, ESRS ESRS 2 13 a BP-2 Main Mandatory irrespective of MA Conditional BP-2_10
,,ESRS ESRS 2 13 a BP-2 Main Mandatory irrespective of MA Conditional BP-2_10,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:FinancialAndOperationalControlAxis,,,esrs:FinancialAndOperationalControlAxis,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,FinancialAndOperationalControlAxis, ESRS E1 50 E1-6
,,ESRS E1 50 E1-6,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:FinancialAndOperationalControlMember,,,esrs:FinancialAndOperationalControlMember,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,FinancialAndOperationalControlMember, ESRS E1 50 E1-6
,,ESRS E1 50 E1-6,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfPoliciesAdoptedToManageMaterialImpactsRisksAndOpportunitiesRelatedToPollutionPreventionAndControlExplanatory,,,esrs:DisclosureOfPoliciesAdoptedToManageMaterialImpactsRisksAndOpportunitiesRelatedToPollutionPreventionAndControlExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfPoliciesAdoptedToManageMaterialImpactsRisksAndOpportunitiesRelatedToPollutionPreventionAndControlExplanatory, ESRS E2 12 E2-1 Main Mandatory subject to MA Yes
,,ESRS E2 12 E2-1 Main Mandatory subject to MA Yes,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfHowConsultationsWithAffectedCommunitiesOnSustainabilityAssessmentsOfSharedBiologicalResourcesAndOrEcosystemsHaveBeenConductedExplanatory,,,esrs:DisclosureOfHowConsultationsWithAffectedCommunitiesOnSustainabilityAssessmentsOfSharedBiologicalResourcesAndOrEcosystemsHaveBeenConductedExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfHowConsultationsWithAffectedCommunitiesOnSustainabilityAssessmentsOfSharedBiologicalResourcesAndOrEcosystemsHaveBeenConductedExplanatory, ESRS E4 17 e IRO-1 Main Mandatory irrespective of MA E4.IRO-1_05
,,ESRS E4 17 e IRO-1 Main Mandatory irrespective of MA E4.IRO-1_05,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:ConsultationsWithAffectedCommunitiesOnSustainabilityAssessmentsOfSharedBiologicalResourcesAndOrEcosystemsHaveBeenConducted,,,esrs:ConsultationsWithAffectedCommunitiesOnSustainabilityAssessmentsOfSharedBiologicalResourcesAndOrEcosystemsHaveBeenConducted,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,ConsultationsWithAffectedCommunitiesOnSustainabilityAssessmentsOfSharedBiologicalResourcesAndOrEcosystemsHaveBeenConducted, ESRS E4 17 e IRO-1 Main Mandatory irrespective of MA E4.IRO-1_05
,,ESRS E4 17 e IRO-1 Main Mandatory irrespective of MA E4.IRO-1_05,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfWhetherEmployeesAreCoveredBySocialProtectionAgainstLossOfIncomeDueToMajorLifeEventsAndCountriesWhereThisIsNotCaseExplanatory,,,esrs:DisclosureOfWhetherEmployeesAreCoveredBySocialProtectionAgainstLossOfIncomeDueToMajorLifeEventsAndCountriesWhereThisIsNotCaseExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfWhetherEmployeesAreCoveredBySocialProtectionAgainstLossOfIncomeDueToMajorLifeEventsAndCountriesWhereThisIsNotCaseExplanatory, ESRS S1 72 S1-11 Main Mandatory subject to MA 1 year
,,ESRS S1 72 S1-11 Main Mandatory subject to MA 1 year,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DescriptionOfBasisForPreparationOfMetricsThatIncludeUpstreamAndOrDownstreamValueChainDataEstimatedUsingIndirectSourcesExplanatory,,,esrs:DescriptionOfBasisForPreparationOfMetricsThatIncludeUpstreamAndOrDownstreamValueChainDataEstimatedUsingIndirectSourcesExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DescriptionOfBasisForPreparationOfMetricsThatIncludeUpstreamAndOrDownstreamValueChainDataEstimatedUsingIndirectSourcesExplanatory, ESRS ESRS 2 10 b BP-2 Main Mandatory irrespective of MA Conditional BP-2_04
,,ESRS ESRS 2 10 b BP-2 Main Mandatory irrespective of MA Conditional BP-2_04,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:MetricsAreInformedByOrCorrespondToExpectationsOrRecommendationsOfRelevantAndAuthoritativeNationalEulevelOrIntergovernmentalGuidelinesPoliciesLegislationOrAgreements,,,esrs:MetricsAreInformedByOrCorrespondToExpectationsOrRecommendationsOfRelevantAndAuthoritativeNationalEulevelOrIntergovernmentalGuidelinesPoliciesLegislationOrAgreements,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,MetricsAreInformedByOrCorrespondToExpectationsOrRecommendationsOfRelevantAndAuthoritativeNationalEulevelOrIntergovernmentalGuidelinesPoliciesLegislationOrAgreements, ESRS E4 AR 27 j E4-5 Main Mandatory subject to MA
,,ESRS E4 AR 27 j E4-5 Main Mandatory subject to MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:MetricsAreVoluntary,,,esrs:MetricsAreVoluntary,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,MetricsAreVoluntary, ESRS E4 AR 27 i E4-5 Main Mandatory subject to MA
,,ESRS E4 AR 27 i E4-5 Main Mandatory subject to MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
